1578,"យើងទាំងអស់គ្នាគឺជាសត្វ",https://obione.io/wp-content/uploads/2020/10/2440-7c82e3c3967af7cd0fc0bc6c6c18d468-c82ec97e1e63a2e99b0eac8b0830a4dc-150x150.jpg,"ទំនាក់ទំនងដ៏ល្អមួយរវាងសត្វនិងមនុស្ស និងភាពអង់អាចរបស់យើង!",km,3,The Asia Foundation,gdl,CC-BY-4.0,https://digitallibrary.io/km/books/details/1578,Book,https://digitallibrary.io/km/books/embed/1578,https://obione.io/km/book/%e1%9e%99%e1%9e%be%e1%9e%84%e1%9e%91%e1%9e%b6%e1%9f%86%e1%9e%84%e1%9e%a2%e1%9e%9f%e1%9f%8b%e1%9e%82%e1%9f%92%e1%9e%93%e1%9e%b6%e1%9e%82%e1%9e%ba%e1%9e%87%e1%9e%b6%e1%9e%9f%e1%9e%8f%e1%9f%92%e1%9e%9c/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2936,2936
1577,"ថ្ងៃលំហែទាំងប្រាំពីរ",https://obione.io/wp-content/uploads/2020/10/2438-7c82e3c3967af7cd0fc0bc6c6c18d468-4dd72c6dcc2cca3105113cd6edbb789a-150x150.jpg,"សូមអាន ដើម្បីដឹងពីសកម្មភាពដ៏រីករាយទាំងឡាយក្នុងថ្ងៃលំហែទាំងប្រាំពីរថ្ងៃ។",km,1,The Asia Foundation,gdl,CC-BY-NC-4.0,https://digitallibrary.io/km/books/details/1577,Book,https://digitallibrary.io/km/books/embed/1577,https://obione.io/km/book/%e1%9e%90%e1%9f%92%e1%9e%84%e1%9f%83%e1%9e%9b%e1%9f%86%e1%9e%a0%e1%9f%82%e1%9e%91%e1%9e%b6%e1%9f%86%e1%9e%84%e1%9e%94%e1%9f%92%e1%9e%9a%e1%9e%b6%e1%9f%86%e1%9e%96%e1%9e%b8%e1%9e%9a/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2935,2935
1576,"ព្រះនាងកសិករ",https://obione.io/wp-content/uploads/2020/10/2436-7c82e3c3967af7cd0fc0bc6c6c18d468-23d8f2510cf2296fbcba0bb8316dc6eb-150x150.jpg,"តើព្រះនាងអាចក្លាយជាកសិករបានដែរឬទេ? ប្អូនអានរឿងនេះទៅ ដឹងហើយ។",km,3,The Asia Foundation,gdl,CC-BY-NC-SA-4.0,https://digitallibrary.io/km/books/details/1576,Book,https://digitallibrary.io/km/books/embed/1576,https://obione.io/km/book/%e1%9e%96%e1%9f%92%e1%9e%9a%e1%9f%87%e1%9e%93%e1%9e%b6%e1%9e%84%e1%9e%80%e1%9e%9f%e1%9e%b7%e1%9e%80%e1%9e%9a/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2934,2934
1575,"ដំណើរផ្សងព្រេងរបស់កំពូលគោ",https://obione.io/wp-content/uploads/2020/10/2434-7c82e3c3967af7cd0fc0bc6c6c18d468-caae26be967a3c8e27f85abb260ed48e-150x150.jpg,"រឿងនិទានសម្រាប់កុមារតូច និយាយអំពីគោដែលពេលថ្ងៃទន់ល្មឿយដូចតុក្កតា តែពេលយប់ជា«កំពូលគោ»។",km,2,The Asia Foundation,gdl,CC-BY-3.0,https://digitallibrary.io/km/books/details/1575,Book,https://digitallibrary.io/km/books/embed/1575,https://obione.io/km/book/%e1%9e%8a%e1%9f%86%e1%9e%8e%e1%9e%be%e1%9e%9a%e1%9e%95%e1%9f%92%e1%9e%9f%e1%9e%84%e1%9e%96%e1%9f%92%e1%9e%9a%e1%9f%81%e1%9e%84%e1%9e%9a%e1%9e%94%e1%9e%9f%e1%9f%8b%e1%9e%80%e1%9f%86%e1%9e%96%e1%9e%bc/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2933,2933
1573,"មិត្តខ្ញុំ",https://obione.io/wp-content/uploads/2020/10/2430-7c82e3c3967af7cd0fc0bc6c6c18d468-63b86d946bff599ec9cc7830da169835-150x150.jpg,"ខ្ញុំមានមិត្តច្រើន។ ខ្ញុំស្រលាញ់ពួកគេទាំងអស់គ្នា តែមានតែម្នាក់ទេដែលពិសេសជាងគេ!",km,2,The Asia Foundation,gdl,CC-BY-4.0,https://digitallibrary.io/km/books/details/1573,Book,https://digitallibrary.io/km/books/embed/1573,https://obione.io/km/book/%e1%9e%98%e1%9e%b7%e1%9e%8f%e1%9f%92%e1%9e%8f%e1%9e%81%e1%9f%92%e1%9e%89%e1%9e%bb%e1%9f%86/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2931,2931
1574,"ឆែតឆត",https://obione.io/wp-content/uploads/2020/10/2432-7c82e3c3967af7cd0fc0bc6c6c18d468-d03389b513120e4797f33bf0df3b12f4-150x150.jpg,"វាជាថ្ងៃប្រកួតយកពានរង្វាន់កីឡាបាល់ទាត់ដ៏ល្បីល្បាញ ហើយវាក៏ជាថ្ងៃដែលឌីវីយ៉ាមានជំងឺផ្ដាសាយដែរ។ តើនាងអាចលេងបានទេ? អានរឿងនេះ ដើម្បីដឹងថា មានអ្វីកើតឡើងលើឌីវីយ៉ា ព្រមទាំងវិធីចៀសវាងពីជំងឺផ្ដាសាយ!",km,2,The Asia Foundation,gdl,CC-BY-4.0,https://digitallibrary.io/km/books/details/1574,Book,https://digitallibrary.io/km/books/embed/1574,https://obione.io/km/book/%e1%9e%86%e1%9f%82%e1%9e%8f%e1%9e%86%e1%9e%8f/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2932,2932
1572,"កូនពពែ",https://obione.io/wp-content/uploads/2020/10/2428-7c82e3c3967af7cd0fc0bc6c6c18d468-fd00f71ddddb6c1ebfd6ab3826ebcd28-150x150.jpg,"កូនពពែដើរចេញទៅរកស្មៅផ្អែមឆ្ងាញ់ ហើយវាមិនដឹងថា វាបានចេញឆ្ងាយពីមេរបស់វាទេ។",km,2,The Asia Foundation,gdl,CC-BY-4.0,https://digitallibrary.io/km/books/details/1572,Book,https://digitallibrary.io/km/books/embed/1572,https://obione.io/km/book/%e1%9e%80%e1%9e%bc%e1%9e%93%e1%9e%96%e1%9e%96%e1%9f%82/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2930,2930
1571,"នៅក្នុងវើលវ៉ាយវិប",https://obione.io/wp-content/uploads/2020/10/2426-7c82e3c3967af7cd0fc0bc6c6c18d468-39f45ea78b0851e634b2bd3a698854f0-150x150.jpg,"តើចេះផ្ញើអ៊ីម៉ែលទេ? ប្រាកដជាចេះ! អ៊ីចឹង ដឹងថា ស្អីគេជាអ៊ីនធឺណិតទេ? អឺ… តិចតួចដែរ។ ហើយតើដឹងថា ស្អីគេជាWWWដែរឬទេ? ណែ... មិនប្រាដកដែរ។ អ្នកកំពុងតែមានអារម្មណ៍ប្លែកៗម៉េចមិនដឹង មែនទេ? អឺ... កុំព្រួយ ណេទីគូទីនៅទីនេះ! ប្រមូលគ្នាមកស្ដាប់មក ព្រោះសម្លាញ់របស់យើងនឹងដោះវេទមន្ត និងអាថ៌កំបាំងនៃខួរក្បាលបច្ចកវិទ្យាដ៏មហាសាល ដែលគេហៅថា វើលវ៉ាយវិប នេះ។",km,3,The Asia Foundation,gdl,CC-BY-4.0,https://digitallibrary.io/km/books/details/1571,Book,https://digitallibrary.io/km/books/embed/1571,https://obione.io/km/book/%e1%9e%93%e1%9f%85%e1%9e%80%e1%9f%92%e1%9e%93%e1%9e%bb%e1%9e%84%e1%9e%9c%e1%9e%be%e1%9e%9b%e1%9e%9c%e1%9f%89%e1%9e%b6%e1%9e%99%e1%9e%9c%e1%9e%b7%e1%9e%94/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2929,2929
1570,"ល្បែងបិទពួន",https://obione.io/wp-content/uploads/2020/10/2424-7c82e3c3967af7cd0fc0bc6c6c18d468-5f505e2ef618b6197d85814dfa9b23f7-150x150.jpg,"ល្បែងបិទពួនដែលលេងនៅពិធីខួបកំណើតរបស់ សានី ប្រែក្លាយទៅជាឳកាសដ៏សែនរីករាយ នៅពេលដែលឃ្មុំ ឆ្មា និងឆ្កែចាប់ផ្តើមចូលលេងជាមួយដែរ។ តើ សានី អាចយឮរកឃើញមិត្តភក្តិទាំងអស់របស់នាងដែរឬទេនៅចុងបញ្ចប់? តោះ រាប់លេខជាមួយម្ចាស់ខួបកំណើតសាកមើលដើម្បីលេង។",km,2,The Asia Foundation,gdl,CC-BY-4.0,https://digitallibrary.io/km/books/details/1570,Book,https://digitallibrary.io/km/books/embed/1570,https://obione.io/km/book/%e1%9e%9b%e1%9f%92%e1%9e%94%e1%9f%82%e1%9e%84%e1%9e%94%e1%9e%b7%e1%9e%91%e1%9e%96%e1%9e%bd%e1%9e%93/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2928,2928
1569,"តើខ្ញុំគួរធ្វើម៉ូតសក់អីថ្ងៃនេះ?",https://obione.io/wp-content/uploads/2020/10/2422-7c82e3c3967af7cd0fc0bc6c6c18d468-6ec4fa7b3f504fb26bd8642edb9bbf71-150x150.jpg,"មានម៉ូតស់ជាច្រើន។ តើអ្នកគួរតែមើលទៅដូចអ្នកណា បើអ្នកប្តូរម៉ូតសក់របស់អ្នក?",km,1,The Asia Foundation,gdl,CC-BY-NC-4.0,https://digitallibrary.io/km/books/details/1569,Book,https://digitallibrary.io/km/books/embed/1569,https://obione.io/km/book/%e1%9e%8f%e1%9e%be%e1%9e%81%e1%9f%92%e1%9e%89%e1%9e%bb%e1%9f%86%e1%9e%82%e1%9e%bd%e1%9e%9a%e1%9e%92%e1%9f%92%e1%9e%9c%e1%9e%be%e1%9e%98%e1%9f%89%e1%9e%bc%e1%9e%8f%e1%9e%9f%e1%9e%80%e1%9f%8b%e1%9e%a2/,,https://obione.io/wp-admin/admin.php?page=h5p&task=show&id=2927,2927
